Unnamed: 0,text,rating,category,product_name,product_id,sold,shop_id,product_url,text_clean,sentiment
41,seller is good. produknya mantap. 5 stars ya,5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,seller is good. produknya mantap. stars ya,positif
42,"Produk bagus, sesuai deskripsi, packing rapi, pengiriman cepat, hanya kurirnya yg agak telat.. thanks..",5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,"produk bagus, sesuai deskripsi, packing rapi, pengiriman cepat, hanya kurirnya yang agak telat.. thanks..",positif
43,"Mahmurah mantap... Barang sdh sampe,, thanks sukses selalu",5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,"mahmurah mantap... barang sudah sampe,, thanks sukses selalu",positif
44,Produk diterima utuh tersegel.. semoga awet,5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,produk diterima utuh tersegel.. semoga awet,positif
45,"Sesuai order, pengiriman cepat, respon cepat",4,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,"sesuai order, pengiriman cepat, respon cepat",positif
46,Respon dan proses dr penjual cepat. Barang sdh diterima stlh 2 hari. Kualitas barang bagus. Recommended seller. Thanks,5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,respon dan proses dr penjual cepat. barang sudah diterima stlh hari. kualitas barang bagus. recommended seller. thanks,positif
47,Mantap. Sesuai deskripsi. Trimakasih semoga barokah jualannya.,5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,mantap. sesuai deskripsi. trimakasih semoga barokah jualannya.,positif
48,"Makasih gan, barang sesuai",5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,"makasih gan, barang sesuai",positif
49,Pengiriman cepat. Fast respon. Barang sesuai. Trims,5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,pengiriman cepat. fast respon. barang sesuai. terima kasih,positif
50,"Produknya bagus, berkualitas, dan berfungsi dg baik",5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,"produknya bagus, berkualitas, dan berfungsi dengan baik",positif
51,brg diterima dg baik&amp; lengkap,5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,brg diterima dengan baik amp lengkap,positif
52,Great Product &amp; Great Seller,5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,great product amp great seller,positif
53,"Steplesnya sedikit lebih kecil dari staples khusu mollar, saat ditembakan keluar 2 dan jadi menumpuk yang keluar. Rekomennya sih mending cari isi yang khusus mollar jk staplesnya merk mollar",4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,"steplesnya sedikit lebih kecil dari staples khusu mollar, saat ditembakan keluar dan jadi menumpuk yang keluar. rekomennya sih mending cari isi yang khusus mollar jk staplesnya merk mollar",positif
54,Sesuai dengan pesanan..............,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,sesuai dengan pesanan..............,positif
55,Produk berfungsi dgn baik,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,produk berfungsi dengan baik,positif
56,"produk sesuai dengan deskripsi, tapi belum dicoba",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,"produk sesuai dengan deskripsi, tapi belum dicoba",positif
57,Barang sesuai diskripsi dan layanan cepat,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,barang sesuai diskripsi dan layanan cepat,positif
58,"Sudah diterima, terima kasih",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,"sudah diterima, terima kasih",positif
59,Pesanan gx sesuai dgn yg d gambar,2,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,pesanan gx sesuai dengan yang d gambar,negatif
60,Sudah diterima dengan baik dan bisa di pakai.,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,sudah diterima dengan baik dan bisa di pakai.,positif
61,Packing rapi dan respon cepat... recommended..!,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,packing rapi dan respon cepat... recommended..!,positif
62,Barang sudah diterima dg baik. Thx,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,barang sudah diterima dengan baik. thx,positif
63,"Barang bagus, kualitas sesuai harga",3,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,"barang bagus, kualitas sesuai harga",netral
64,Terima kasih..........,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,terima kasih..........,positif
65,"Pengiriman sangat cepat, Barang sesuai iklan, berfungsi baik, 👍👍👍",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,"pengiriman sangat cepat, barang sesuai iklan, berfungsi baik,",positif
66,kwalitas bagus. sesuai dengan yang ditawarkan. respons cepat,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,kwalitas bagus. sesuai dengan yang ditawarkan. respons cepat,positif
67,Sesuai yg diharapkan. Terimakasih.,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,sesuai yang diharapkan. terimakasih.,positif
68,"Barangnya bagus, pelayanan toko ini semuanya sangat memuaskan...recomend.",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,"barangnya bagus, pelayanan toko ini semuanya sangat memuaskan...rekomendasi.",positif
69,suuuuuuuuuuuuuuuuuuuuuudaaaaaaaah Diiiiteeeerimaaaaa,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,suuuuuuuuuuuuuuuuuuuuuudaaaaaaaah diiiiteeeerimaaaaa,positif
70,Pengiriman dan respon super cepat. Tpi barang tidak sesuai gambar dan tidak kuat untuk menembus jok motor.,2,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,pengiriman dan respon super cepat. tapi barang tidak sesuai gambar dan tidak kuat untuk menembus jok motor.,negatif
71,"Produk sesuai deskripsi, packing rapi.. rekomended..!",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,"produk sesuai deskripsi, packing rapi.. rekomended..!",positif
72,Ok lah.. sesuai denggan harga.,3,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,ok lah.. sesuai denggan harga.,netral
73,bukan merk kenmaster ternyata,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,bukan merk kenmaster ternyata,positif
74,Terimakasih barang sudah sampai,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,terimakasih barang sudah sampai,positif
75,"Bagus..
Pengiriman cukup cepat",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,bagus.. pengiriman cukup cepat,positif
76,Siiiiiiiippppppppp...,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,siiiiiiiippppppppp...,positif
77,Barang udh sampe...mksh....,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,barang sudah sampe...makasih....,positif
78,Terimakasih barangnya udah sampai.,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,terimakasih barangnya udah sampai.,positif
79,Fast respon dan terbaiks,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,fast respon dan terbaiks,positif
80,makasih barang sudah sampai,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,makasih barang sudah sampai,positif
81,Bagus.......top pengiriman cepat,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,bagus.......top pengiriman cepat,positif
82,thanksss........................,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,thanksss........................,positif
83,Merk beda tapi gpp yg penting ukrn sama,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,merk beda tapi gpp yang penting ukrn sama,positif
84,Lihat bintangnya aja dahhhhh,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,lihat bintangnya aja dahhhhh,positif
85,"bagus ,....................    ........",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,"bagus ,.................... ........",positif
86,"Barang sudah diterima. Ukuran sesuai deskripsi. Hanya mereknya beda dengan yang dikirim, tetapi tidak masalah yang penting berfungsi dengan baik.",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,"barang sudah diterima. ukuran sesuai deskripsi. hanya mereknya beda dengan yang dikirim, tetapi tidak masalah yang penting berfungsi dengan baik.",positif
87,Barang sudah sampai....tks..,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,barang sudah sampai....tks..,positif
88,"Bagus,,,,,, terimakasih .......",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,"bagus,,,,,, terimakasih .......",positif
89,"barang sudah samapai gan, dan bagus",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,"barang sudah samapai gan, dan bagus",positif
90,"mantafff, sangat-sangat sesuai,,,",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,"mantafff, sangat sangat sesuai,,,",positif
91,Barang sudah diterima dengan baik...,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,barang sudah diterima dengan baik...,positif
92,"Pengiriman cepat, Kemasan bagus",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,"pengiriman cepat, kemasan bagus",positif
93,SESUAI PERMINTAAN.. FAST RESPON,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,sesuai permintaan.. fast respon,positif
94,Matab...good...sesuai permintaan...,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,matab...good...sesuai permintaan...,positif
95,barang yg dikirim tidak sesuai pesanan,1,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,barang yang dikirim tidak sesuai pesanan,negatif
96,barang lumayan kuat.... good,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,barang lumayan kuat.... good,positif
97,sudah sampai murah meriah,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,sudah sampai murah meriah,positif
